row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20250506_CVOL_bk_mapp_00.mzML Peak height,20250506_CVOL_bk_mapp_01.mzML Peak height,20250506_CVOL_bk_mapp_02.mzML Peak height,20250506_CVOL_bk_mapp_02_20250508021707.mzML Peak height,20250506_CVOL_bk_mapp_pre_00.mzML Peak height,20250506_CVOL_bk_mapp_pre_01.mzML Peak height,20250506_CVOL_bk_mapp_pre_02.mzML Peak height,20250506_CVOL_dbgi_002251_02_01.mzML Peak height,20250506_CVOL_dbgi_002251_03_01.mzML Peak height,20250506_CVOL_dbgi_002251_04_01.mzML Peak height,20250506_CVOL_dbgi_002414_02_01.mzML Peak height,20250506_CVOL_dbgi_002414_03_01.mzML Peak height,20250506_CVOL_dbgi_002414_04_01.mzML Peak height,20250506_CVOL_dbgi_002560_02_01.mzML Peak height,20250506_CVOL_dbgi_002560_03_01.mzML Peak height,20250506_CVOL_dbgi_002560_04_01.mzML Peak height,20250506_CVOL_dbgi_002605_02_01.mzML Peak height,20250506_CVOL_dbgi_002605_03_01.mzML Peak height,20250506_CVOL_dbgi_002605_04_01.mzML Peak height,20250506_CVOL_dbgi_002893_02_01.mzML Peak height,20250506_CVOL_dbgi_002893_03_01.mzML Peak height,20250506_CVOL_dbgi_002893_04_01.mzML Peak height,20250506_CVOL_dbgi_002976_02_01.mzML Peak height,20250506_CVOL_dbgi_002976_03_01.mzML Peak height,20250506_CVOL_dbgi_002976_04_01.mzML Peak height,20250506_CVOL_dbgi_bk_DMSO_58.mzML Peak height,20250506_CVOL_dbgi_bk_MeOH-H2O_53.mzML Peak height,
995,302.6268918304815,3.2548246,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.621855E7,1.253598E7,0,0,0,0,0,
996,488.0826641296677,3.2549086,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7340625.5,0,0,0,0,
997,163.0391498176725,3.2552593,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.402668E7,3.3157836E7,1.1232875E7,1.5944195E7,0,0,0,0,3.0563728E7,3.8748944E7,1.754994E7,0,0,
998,617.1476617949797,3.2552874,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.263181E7,0,0,0,0,0,0,0,0,0,0,0,
999,472.29075917825764,3.2571065,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,9.056937E7,7.837906E7,0,0,0,0,0,0,0,0,0,0,0,0,
1000,434.2023980417141,3.2589521,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0359651E8,7.859489E7,0,0,0,0,0,0,0,0,0,
1001,439.1576893259757,3.2589521,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5341816E7,6.214064E7,0,0,0,0,0,0,0,0,0,
1002,595.2990347582072,3.2603495,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.5278182E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1003,573.3163844272633,3.261612,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,8.119312E8,7.828535E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1004,197.117370642888,3.2688122,,,,,,,,,,,0,0,0,0,0,0,0,9.51358E7,8.2992856E7,8.043948E7,5.4404064E7,7.43184E7,6.2881068E7,5.336761E7,0,0,9.492085E7,9.922879E7,0,0,0,0,4.581605E7,4.564769E7,4.9234276E7,0,0,
1005,519.1707186534314,3.2775257,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.684648E7,3.810745E7,1.8886288E7,0,0,0,0,0,0,0,0,0,0,0,
1006,638.2655850055182,3.2801478,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6726483E8,1.7047286E8,9.248361E7,0,0,0,0,0,0,0,0,0,0,0,
1007,501.1604712844838,3.2807345,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6174516E7,6.444541E7,0,0,0,0,0,0,0,0,0,0,0,0,
1008,133.1013384351987,3.2826016,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3.776641E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1009,137.0962118675563,3.2826016,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2.8323746E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1010,149.05976229956235,3.284669,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2114068E7,2.4531426E7,0,0,0,0,0,0,0,0,0,0,0,0,
1011,362.18113553946716,3.284669,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1526236E7,4.2940756E7,0,0,0,0,0,0,0,0,0,0,0,0,
1012,191.14315282875478,3.2848215,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3.2270696E7,0,0,0,0,0,0,0,0,0,0,0,2.246685E7,0,0,0,0,
1013,195.06520433038432,3.2853985,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5645428E7,3.59923E7,1.702228E7,0,0,0,0,0,0,0,0,0,0,0,
1014,211.16930744092548,3.2870417,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01076776E8,0,0,0,0,
1015,478.22843879506416,3.288025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9373189E8,2.0071794E8,1.003458E8,0,0,0,0,0,0,0,0,0,0,0,
1016,527.2460647774665,3.288111,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31586504E8,0,6.2662068E7,0,0,
1017,483.18389090205477,3.2906497,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.425463E7,3.8161376E7,3.962518E7,0,0,0,0,0,0,0,0,0,0,0,
1018,356.13359730109005,3.292074,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.421655E7,1.0990194E8,8.9608984E7,0,0,0,0,0,
1019,361.0894150599218,3.292074,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.637366E7,4.8811444E7,3.77833E7,0,0,0,0,0,
1020,286.04710241584496,3.2925458,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3824034E7,2.8275154E7,0,0,0,0,0,0,0,0,0,0,0,0,
1021,301.07056231783525,3.2932808,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3937123E8,2.7517965E8,1.4134758E8,0,0,0,0,0,0,0,0,0,0,0,
1022,463.1236822385833,3.2932808,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08142344E8,1.2984193E8,6.747321E7,0,0,0,0,0,0,0,0,0,0,0,
1023,595.1649300933374,3.2932808,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4653156E9,1.8096372E9,9.282313E8,0,0,0,0,0,0,0,0,0,0,0,
1024,327.1437234692448,3.2959201,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,6.002166E7,6.96725E7,2.6131918E7,0,0,0,0,0,0,0,0,0,0,0,
1025,464.24895364796976,3.2959201,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0661569E9,1.1429654E9,4.6877955E8,0,0,0,0,0,0,0,0,0,0,0,
1026,180.102001897403,3.3004217,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.523382E7,2.6514084E7,0,0,0,0,0,0,0,0,0,0,0,0,
1027,247.18066794575793,3.302693,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,4.837908E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1028,637.1769582827212,3.30623,,,,,,,,,,,0,0,0,0,0,0,0,0,1.6048341E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1029,199.0964781683018,3.306422,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0753436E7,4.2901656E7,1.9610312E7,0,0,0,0,0,0,0,0,0,0,0,
1030,316.1540150769719,3.313103,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.577527E7,1.3969507E8,8.796654E7,0,0,0,0,0,
1031,169.1223702151312,3.3152206,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.776811E7,0,0,0,0,0,0,0,0,0,0,
1032,198.11249473286134,3.316927,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4.467828E7,4.69768E7,2.2722628E7,0,0,0,0,0,0,0,0,0,0,0,
1033,265.1433847219964,3.316927,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4.251435E7,4.1077788E7,1.9197274E7,0,0,0,0,0,0,0,0,0,0,0,
1034,309.13312852368523,3.316927,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5607027E8,2.5841392E8,1.1465569E8,0,0,0,0,0,0,0,0,0,0,0,
1035,345.1543423681016,3.316927,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8044316E7,5.7259228E7,2.5982092E7,0,0,0,0,0,0,0,0,0,0,0,
1036,469.2043275276301,3.316927,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1494413E8,2.2313405E8,2.489619E8,0,0,0,0,0,0,0,0,0,0,0,
1037,485.1785891652856,3.316927,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9693382E7,2.1091684E7,2.4296998E7,0,0,0,0,0,0,0,0,0,0,0,
1038,177.05464347779503,3.3171182,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.547602E7,2.6184412E7,0,3.55507E7,5.0020944E7,0,3.796831E7,3.823351E7,3.9102416E7,1.1659007E8,1.5102827E8,1.22709576E8,0,0,
1039,575.3318012812708,3.3173687,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2.48466E8,1.7765835E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1040,147.0442036088545,3.3202791,,,,,,,,,,,0,0,0,0,0,0,0,4.801698E7,0,5.2503676E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1041,163.03911682791235,3.3215632,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2973906E7,0,0,
1042,609.1809580135193,3.3221767,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2624704E8,6.442383E8,2.940957E8,0,0,0,0,0,0,0,0,0,0,0,
1043,656.2705835579355,3.3240812,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7063794E7,0,0,0,0,0,0,0,0,0,0,0,0,
1044,339.10760884143457,3.3265362,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25258E7,1.6341501E7,0,0,0,0,0,0,0,0,0,
1045,441.17329542723,3.3265362,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333146E8,1.0770296E8,0,0,0,0,0,0,0,0,0,
1046,654.2601758244446,3.3274386,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7134762E8,3.4621734E8,1.8150965E8,0,0,0,0,0,0,0,0,0,0,0,
1047,433.113308799092,3.3282948,,,,,,,,,,,0,0,0,0,0,0,0,3.929971E7,0,4.5797764E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1048,659.216427455734,3.3319352,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4807997E7,1.796362E7,0,0,0,0,0,0,0,0,0,0,0,0,
1049,330.67121927381737,3.3385184,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.236357E7,0,0,0,0,0,
1050,439.15801045285787,3.3389516,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6746932E7,0,0,0,0,0,0,0,0,0,0,
1051,470.2750343977583,3.3398204,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9909464E7,7.851994E7,0,0,0,0,0,0,0,0,0,0,0,0,
1052,287.05483832067114,3.3423514,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.397255E7,7.543085E7,0,0,0,0,0,0,0,0,0,
1053,535.1076838532667,3.3423514,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4406675E8,8.016885E8,0,0,0,0,0,0,0,0,0,
1054,640.2443556601515,3.3458614,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1423376E7,7.757067E7,3.122138E7,0,0,0,0,0,0,0,0,0,0,0,
1055,330.16971972351604,3.3473098,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2827424E8,1.1928992E8,9.082843E7,0,0,0,0,0,
1056,510.25429227795735,3.3476806,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5.249285E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
1057,496.2389117165151,3.347709,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05933E7,3.7003804E7,0,0,0,0,0,0,0,0,0,0,0,0,
1058,633.3023777326814,3.3479865,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.2550073E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1059,147.04407774637065,3.3530805,,,,,,,,,,,0,0,0,0,0,0,0,1.5226014E7,4.492163E7,1.7565808E7,0,0,0,0,0,0,0,9781178.0,0,1.2374685E8,1.5745254E8,1.2977463E8,0,0,0,0,0,
1060,659.3324887769825,3.3533843,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3513762E7,2.129717E7,0,0,0,0,0,
1061,522.2184649470174,3.355585,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1061224E7,9.839581E7,0,0,0,0,0,0,0,0,0,0,0,0,
1062,447.0919359044966,3.3580825,,,,,,,,,,,0,0,0,0,0,0,0,1.261832E9,1.315503E9,1.4857005E9,0,0,0,0,0,0,3.0819354E8,3.9089178E8,0,0,0,0,0,0,0,0,0,
1063,271.0598826121559,3.3596725,,,,,,,,,,,0,0,0,0,0,0,0,2.1677339E8,2.3359563E8,2.5837766E8,0,0,0,0,0,0,5.3488948E7,6.429305E7,0,0,0,0,0,0,0,0,0,
1064,556.2382318366575,3.3634284,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.700896E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
1065,323.11248853197924,3.3634577,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6725498E7,2.3389146E7,0,0,0,0,0,0,0,0,0,0,0,0,
1066,343.1536924692874,3.3634577,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.904123E7,3.8696748E7,0,0,0,0,0,0,0,0,0,0,0,0,
1067,359.1334815930129,3.3634577,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6220464E7,5.2332372E7,0,0,0,0,0,0,0,0,0,0,0,0,
1068,133.0648802834925,3.3642557,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2904424E7,6.490171E7,3.3259702E7,0,0,0,0,0,0,0,0,0,0,0,
1069,135.08050468878295,3.3642557,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.954714E8,3.445616E8,1.8019616E8,0,0,0,0,0,0,0,0,0,0,0,
1070,145.06481647003832,3.3642557,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1270702E8,9.828018E7,5.3320188E7,0,0,0,0,0,0,0,0,0,0,0,
1071,163.07533421944166,3.3642557,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,9.704731E8,8.4073696E8,4.493176E8,0,0,0,0,0,0,0,0,0,0,0,
1072,181.08586845143319,3.3642557,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2886074E8,8.0367866E8,4.2467997E8,0,0,0,0,0,0,0,0,0,0,0,
1073,341.12304347073785,3.3642557,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8.665531E7,8.034372E7,3.5920956E7,0,0,0,0,0,0,0,0,0,0,0,
1074,361.1643573870753,3.3642557,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0269145E8,9.590451E7,2.7152414E7,0,0,0,0,0,0,0,0,0,0,0,
1075,376.15996758025744,3.3642557,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.876493E8,1.7734603E8,8.79459E7,0,0,0,0,0,0,0,0,0,0,0,
1076,478.2280340181655,3.3642557,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7.997424E8,7.5282374E8,3.8109126E8,0,0,0,0,0,0,0,0,0,0,0,
1077,573.3168404128712,3.3651674,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3.380072E8,3.3017414E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1078,483.183453270982,3.3695097,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5226358E8,1.5170637E8,2.2987555E8,0,0,0,0,0,0,0,0,0,0,0,
1079,200.12803602113905,3.3761687,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8340290.0,0,0,0,0,0,0,
1080,670.2915747703737,3.3791928,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0714264E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
1081,575.3314539609232,3.3810205,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,4.468305E8,4.711611E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1082,638.2656410342179,3.3853073,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4680056E7,1.1178729E8,3.150159E7,0,0,0,0,0,0,0,0,0,0,0,
1083,434.20239911755937,3.3859887,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1833922E7,4.2656996E7,0,0,0,0,0,0,0,0,0,
1084,175.14825110233838,3.388914,,,,,,,,,,,0,0,0,0,0,0,0,1.7357472E7,0,0,0,0,0,3.833726E7,4.0599108E7,0,3.7489164E7,5.7467616E7,0,0,0,0,0,0,0,0,0,
1085,157.0351210603048,3.3889341,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7956508E7,1.5058528E7,0,0,0,0,0,
1086,163.11188128867812,3.3919158,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.843076E7,0,0,0,0,
1087,453.17339798045424,3.3919158,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9485068E7,0,0,0,0,
1088,136.07563723506266,3.3928547,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2625476E7,5.420532E7,0,0,0,0,0,
1089,609.1810703447039,3.3932235,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0168067E8,3.6261536E8,1.0618624E8,0,0,0,0,0,0,0,0,0,0,0,
1090,168.10183348767126,3.3946831,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.831129E7,9.950303E7,9.514555E7,0,0,0,0,0,
1091,290.1383813070788,3.3946831,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.845729E8,1.64365E9,1.4056485E9,0,0,0,0,0,
1092,527.2460739760494,3.3950012,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8519876E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
1093,522.2906552419055,3.3950243,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3803972E7,4.8563856E7,0,0,0,0,0,0,0,0,0,0,0,0,
1094,262.14356193844526,3.3967965,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1531833E7,1.4100944E7,0,0,0,0,0,
1095,316.15412522344513,3.397311,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4499987E8,4.697677E8,5.0950483E8,0,0,0,0,0,
1096,341.0656342607148,3.3979573,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.362347E8,1.8365214E8,0,0,0,0,0,0,0,0,0,
1097,572.1388232649872,3.3979573,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.249403E8,1.9142248E8,0,0,0,0,0,0,0,0,0,
1098,684.2645043247104,3.3999405,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9894403E8,1.3761077E8,1.27467064E8,0,0,0,0,0,
1099,570.1239288763077,3.401917,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2961575E8,1.6684421E8,0,0,0,0,0,0,0,0,0,
1100,499.21468812458914,3.4029198,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.923882E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
1101,604.2962962278469,3.4029558,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8185747E8,0,0,0,0,0,0,0,0,0,0,0,0,
1102,494.22331910474617,3.4069014,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.807543E7,3.478322E7,0,0,0,0,0,0,0,0,0,0,0,0,
1103,682.24935548585,3.4069695,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2535645E7,1.0027531E7,0,0,0,0,0,0,
1104,517.1552722519411,3.4108639,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3518504E7,3.376024E7,0,0,0,0,0,0,0,0,0,0,0,0,
1105,499.1792944610994,3.4108827,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8141282E7,0,0,0,0,0,0,0,0,0,0,0,0,
1106,301.0706493715034,3.411679,,,,,,,,,,,0,0,0,0,0,0,0,3.3945748E7,3.894568E7,0,0,0,0,7.0970024E7,8.05693E7,2.0200492E7,5.683376E7,0,0,0,0,0,0,0,0,0,0,
1107,207.06525341247576,3.4138355,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8571186E7,2.0434068E7,0,0,0,0,0,0,0,0,0,
1108,177.05468589335442,3.4141114,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1217065E7,0,0,1.14850776E8,9.196236E7,0,0,1.6013491E7,0,1.1271263E7,0,0,0,0,
1109,439.8908020883016,3.4141436,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.760507E7,0,0,0,0,0,0,0,
1110,448.2178628119644,3.4142714,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0487606E7,0,0,0,0,6.3697452E7,2.739428E7,0,0,0,
1111,469.20500415478716,3.4148335,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1308277E7,1.9439392E7,0,0,0,0,0,0,0,0,0,0,0,0,
1112,524.2705601676182,3.4187968,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.169471E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
1113,507.21731027075856,3.4188352,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1763386E7,1.1380346E7,0,0,0,0,0,0,
1114,395.2038893803582,3.4203527,,,,,,,,,,,0,0,0,0,0,0,0,9.7637E7,9.3713416E7,9.5360456E7,0,0,0,0,0,0,0,0,0,0,0,0,1.6708558E8,0,0,0,0,
1115,510.212078287513,3.4220622,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8355668E7,0,0,0,0,0,0,0,
1116,211.16934542268788,3.4266274,,,,,,,,,,,0,0,0,0,0,0,0,8.062198E7,7.505678E7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.281308E8,0,0,0,0,
1117,652.2450929676849,3.4267364,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3402907E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
1118,477.10265362233605,3.4329224,,,,,,,,,,,0,0,0,0,0,0,0,2.7429315E8,3.0356144E8,3.1479466E8,0,0,0,0,0,0,2.2796227E8,2.9904352E8,0,0,0,0,0,0,0,0,0,
1119,771.1761415117364,3.433026,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5727514E8,0,0,0,0,0,0,0,0,0,
1120,457.2411924618321,3.4333396,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2.1293612E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1121,522.2481628643422,3.4347105,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9714544E7,3.060394E7,0,0,0,0,0,0,0,0,0,0,0,0,
1122,339.1075689204089,3.4375947,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7382984E7,3.3227906E7,0,0,0,0,0,0,0,0,0,
1123,186.054948265045,3.4421675,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9212848E7,0,0,0,0,0,0,0,0,0,0,
1124,499.1445305343356,3.4426258,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2185778E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
1125,636.2502380341396,3.4426563,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6093752E7,2.8830104E7,0,0,0,0,0,0,0,0,0,0,0,0,
1126,704.2975281812792,3.4426563,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2439874E7,1.8046326E7,0,0,0,0,0,0,0,0,0,0,0,0,
1127,463.12328197746467,3.4477215,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,9.625091E8,1.1854446E9,4.229289E8,9.1294536E7,8.621289E7,0,0,0,0,0,0,0,0,0,
1128,330.16987380214044,3.4499557,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8407368E9,1.6572333E9,1.4642152E9,0,0,0,0,0,
1129,330.67071062825,3.4499557,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.706031E8,6.8595085E8,6.081156E8,0,0,0,0,0,
1130,659.3321777829655,3.4499557,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3247216E8,4.6025555E8,3.6195E8,0,0,0,0,0,
1131,179.03386230975846,3.4500694,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3036611E7,0,0,0,0,0,0,0,0,0,0,
